UnitID,ProjectID,BuildingID,LevelID,ZoneID,UnitCode,UnitName,UnitCategory,UnitType,PlannedQuantity,QuantityUOM,PlannedStartDate,PlannedFinishDate,CurrentStatusID,IsCritical
UNT-01728,PRJ-001,BLD-001-02,LVL-001-02-07,ZON-001-02-07-02,02-07-02-048,Apartment 048,Apartment,Type C,12,EA,2025-11-14,2026-02-03,STS-007,FALSE
UNT-01729,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-001,Service Module 001,Service Module,Type B,11,EA,2026-03-29,2026-05-26,STS-004,FALSE
UNT-01730,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-002,Utility Rack 002,Utility Rack,Type C,2,EA,2025-11-06,2025-12-12,STS-004,FALSE
UNT-01731,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-003,Service Module 003,Service Module,Type D,5,EA,2026-07-04,2026-10-30,STS-008,TRUE
UNT-01732,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-004,Service Module 004,Service Module,Type A,11,SET,2026-02-16,2026-04-19,STS-003,FALSE
UNT-01733,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-005,Room Package 005,Room Package,Type B,8,EA,2025-03-19,2025-07-11,STS-003,FALSE
UNT-01734,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-006,Plant Item 006,Plant Item,Type C,10,M2,2026-06-02,2026-07-26,STS-005,FALSE
UNT-01735,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-007,Plant Item 007,Plant Item,Type D,1,EA,2026-05-22,2026-08-27,STS-001,FALSE
UNT-01736,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-008,Apartment 008,Apartment,Type C,4,M2,2025-02-05,2025-04-04,STS-004,FALSE
UNT-01737,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-009,Room Package 009,Room Package,Type B,10,SET,2025-03-27,2025-05-22,STS-004,TRUE
UNT-01738,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-010,Facade Panel 010,Facade Panel,Type A,16,EA,2025-07-26,2025-09-16,STS-008,FALSE
UNT-01739,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-011,Room Package 011,Room Package,Type C,4,SET,2026-06-03,2026-07-25,STS-005,TRUE
UNT-01740,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-012,Apartment 012,Apartment,Type A,10,M2,2025-10-27,2025-12-27,STS-003,TRUE
UNT-01741,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-013,Facade Panel 013,Facade Panel,Type A,10,M2,2026-05-06,2026-05-24,STS-004,FALSE
UNT-01742,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-014,Plant Item 014,Plant Item,Type D,6,SET,2026-05-10,2026-07-19,STS-005,FALSE
UNT-01743,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-015,Service Module 015,Service Module,Type B,10,SET,2026-02-22,2026-03-16,STS-004,FALSE
UNT-01744,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-016,Room Package 016,Room Package,Type C,2,SET,2025-02-04,2025-03-17,STS-006,FALSE
UNT-01745,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-017,Room Package 017,Room Package,Type C,1,EA,2025-09-08,2025-10-29,STS-001,TRUE
UNT-01746,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-018,Room Package 018,Room Package,Type B,8,M2,2026-06-07,2026-07-13,STS-008,FALSE
UNT-01747,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-019,Plant Item 019,Plant Item,Type D,8,SET,2025-10-04,2026-01-21,STS-006,FALSE
UNT-01748,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-020,Facade Panel 020,Facade Panel,Type C,9,EA,2026-05-16,2026-08-23,STS-009,FALSE
UNT-01749,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-021,Apartment 021,Apartment,Type B,7,SET,2026-05-16,2026-08-04,STS-007,FALSE
UNT-01750,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-022,Plant Item 022,Plant Item,Type A,4,M2,2025-11-29,2026-03-02,STS-009,FALSE
UNT-01751,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-023,Apartment 023,Apartment,Type C,11,EA,2026-04-22,2026-07-09,STS-008,FALSE
UNT-01752,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-024,Apartment 024,Apartment,Type B,6,M2,2025-07-12,2025-11-02,STS-001,TRUE
UNT-01753,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-025,Plant Item 025,Plant Item,Type D,10,M2,2026-04-08,2026-06-04,STS-001,FALSE
UNT-01754,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-026,Room Package 026,Room Package,Type C,11,SET,2025-08-06,2025-10-03,STS-007,FALSE
UNT-01755,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-027,Plant Item 027,Plant Item,Type C,9,SET,2026-03-11,2026-04-08,STS-004,FALSE
UNT-01756,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-028,Room Package 028,Room Package,Type C,9,SET,2026-03-30,2026-07-02,STS-005,FALSE
UNT-01757,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-029,Plant Item 029,Plant Item,Type A,5,M2,2025-02-19,2025-04-30,STS-009,FALSE
UNT-01758,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-030,Service Module 030,Service Module,Type A,4,EA,2026-06-16,2026-08-26,STS-002,FALSE
UNT-01759,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-031,Apartment 031,Apartment,Type A,7,M2,2025-05-16,2025-06-01,STS-004,FALSE
UNT-01760,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-032,Apartment 032,Apartment,Type B,12,M2,2025-10-06,2025-11-08,STS-003,TRUE
UNT-01761,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-033,Apartment 033,Apartment,Type C,9,M2,2026-06-26,2026-10-12,STS-004,TRUE
UNT-01762,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-034,Apartment 034,Apartment,Type D,2,EA,2025-09-01,2025-11-23,STS-003,FALSE
UNT-01763,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-035,Apartment 035,Apartment,Type C,9,M2,2025-06-01,2025-09-13,STS-008,TRUE
UNT-01764,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-036,Room Package 036,Room Package,Type B,2,SET,2026-05-03,2026-06-25,STS-008,FALSE
UNT-01765,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-037,Plant Item 037,Plant Item,Type C,9,EA,2025-09-30,2025-10-21,STS-004,FALSE
UNT-01766,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-038,Apartment 038,Apartment,Type B,11,M2,2025-02-09,2025-04-11,STS-007,FALSE
UNT-01767,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-039,Utility Rack 039,Utility Rack,Type D,12,M2,2026-05-31,2026-08-30,STS-001,FALSE
UNT-01768,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-040,Room Package 040,Room Package,Type A,3,M2,2026-05-09,2026-05-29,STS-008,TRUE
UNT-01769,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-041,Room Package 041,Room Package,Type A,1,SET,2025-05-25,2025-08-22,STS-007,TRUE
UNT-01770,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-042,Plant Item 042,Plant Item,Type D,3,M2,2025-08-03,2025-11-23,STS-003,FALSE
UNT-01771,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-043,Apartment 043,Apartment,Type A,9,EA,2026-01-28,2026-02-26,STS-007,FALSE
UNT-01772,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-044,Utility Rack 044,Utility Rack,Type D,1,SET,2025-08-13,2025-09-28,STS-003,FALSE
UNT-01773,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-045,Service Module 045,Service Module,Type D,6,SET,2026-04-15,2026-05-20,STS-003,FALSE
UNT-01774,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-01,02-08-01-046,Service Module 046,Service Module,Type A,11,M2,2026-01-07,2026-03-08,STS-005,FALSE
UNT-01775,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-001,Facade Panel 001,Facade Panel,Type B,10,SET,2025-10-03,2026-01-08,STS-001,FALSE
UNT-01776,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-002,Facade Panel 002,Facade Panel,Type A,12,EA,2026-06-14,2026-06-30,STS-001,TRUE
UNT-01777,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-003,Facade Panel 003,Facade Panel,Type D,17,SET,2025-04-25,2025-06-28,STS-005,FALSE
UNT-01778,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-004,Service Module 004,Service Module,Type D,1,M2,2025-07-28,2025-09-09,STS-005,FALSE
UNT-01779,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-005,Utility Rack 005,Utility Rack,Type D,9,EA,2025-09-20,2025-10-19,STS-003,TRUE
UNT-01780,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-006,Apartment 006,Apartment,Type C,8,M2,2025-05-30,2025-07-31,STS-001,FALSE
UNT-01781,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-007,Utility Rack 007,Utility Rack,Type B,1,M2,2025-08-16,2025-09-15,STS-003,FALSE
UNT-01782,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-008,Facade Panel 008,Facade Panel,Type C,19,M2,2026-07-07,2026-08-19,STS-002,FALSE
UNT-01783,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-009,Plant Item 009,Plant Item,Type B,3,SET,2025-04-03,2025-04-20,STS-006,FALSE
UNT-01784,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-010,Room Package 010,Room Package,Type D,7,M2,2025-05-25,2025-06-30,STS-009,TRUE
UNT-01785,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-011,Service Module 011,Service Module,Type A,7,EA,2025-11-16,2025-11-28,STS-004,TRUE
UNT-01786,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-012,Utility Rack 012,Utility Rack,Type A,1,SET,2025-11-07,2025-12-14,STS-006,FALSE
UNT-01787,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-013,Facade Panel 013,Facade Panel,Type A,6,SET,2025-12-18,2026-03-15,STS-007,FALSE
UNT-01788,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-014,Utility Rack 014,Utility Rack,Type B,12,EA,2026-03-18,2026-05-29,STS-009,TRUE
UNT-01789,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-015,Plant Item 015,Plant Item,Type C,12,EA,2025-08-08,2025-08-28,STS-009,TRUE
UNT-01790,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-016,Plant Item 016,Plant Item,Type C,3,EA,2025-08-30,2025-11-25,STS-007,FALSE
UNT-01791,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-017,Room Package 017,Room Package,Type A,11,M2,2025-08-29,2025-12-03,STS-008,FALSE
UNT-01792,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-018,Facade Panel 018,Facade Panel,Type D,15,SET,2025-09-08,2026-01-01,STS-003,FALSE
UNT-01793,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-019,Apartment 019,Apartment,Type B,12,SET,2025-08-30,2025-12-10,STS-005,FALSE
UNT-01794,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-020,Service Module 020,Service Module,Type B,1,EA,2026-06-16,2026-10-12,STS-007,FALSE
UNT-01795,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-021,Apartment 021,Apartment,Type D,5,M2,2025-09-17,2025-12-03,STS-006,FALSE
UNT-01796,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-022,Utility Rack 022,Utility Rack,Type C,7,SET,2026-05-09,2026-05-27,STS-004,FALSE
UNT-01797,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-023,Plant Item 023,Plant Item,Type C,3,M2,2025-02-14,2025-04-26,STS-001,FALSE
UNT-01798,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-024,Service Module 024,Service Module,Type B,3,EA,2025-05-27,2025-08-07,STS-006,FALSE
UNT-01799,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-025,Room Package 025,Room Package,Type C,7,M2,2026-06-12,2026-09-20,STS-003,FALSE
UNT-01800,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-026,Room Package 026,Room Package,Type D,6,SET,2026-01-22,2026-02-03,STS-001,FALSE
UNT-01801,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-027,Service Module 027,Service Module,Type C,6,SET,2026-05-17,2026-07-02,STS-007,FALSE
UNT-01802,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-028,Plant Item 028,Plant Item,Type C,6,M2,2025-09-23,2025-11-06,STS-008,TRUE
UNT-01803,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-029,Service Module 029,Service Module,Type A,3,EA,2025-10-26,2026-02-07,STS-007,FALSE
UNT-01804,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-030,Facade Panel 030,Facade Panel,Type A,5,M2,2026-03-23,2026-06-17,STS-009,FALSE
UNT-01805,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-031,Service Module 031,Service Module,Type D,5,EA,2025-10-30,2026-02-26,STS-003,TRUE
UNT-01806,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-032,Utility Rack 032,Utility Rack,Type B,9,SET,2025-12-17,2026-03-29,STS-004,FALSE
UNT-01807,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-033,Room Package 033,Room Package,Type C,7,M2,2025-08-01,2025-08-27,STS-006,FALSE
UNT-01808,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-034,Facade Panel 034,Facade Panel,Type A,12,SET,2026-06-06,2026-09-19,STS-001,FALSE
UNT-01809,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-035,Utility Rack 035,Utility Rack,Type D,4,EA,2025-12-30,2026-03-13,STS-009,FALSE
UNT-01810,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-02,02-08-02-036,Facade Panel 036,Facade Panel,Type B,9,EA,2025-07-25,2025-09-25,STS-003,FALSE
UNT-01811,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-001,Apartment 001,Apartment,Type D,10,M2,2025-11-13,2026-03-08,STS-001,FALSE
UNT-01812,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-002,Apartment 002,Apartment,Type C,6,SET,2025-08-13,2025-09-26,STS-006,FALSE
UNT-01813,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-003,Utility Rack 003,Utility Rack,Type A,1,EA,2026-04-08,2026-06-04,STS-006,FALSE
UNT-01814,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-004,Room Package 004,Room Package,Type A,3,SET,2025-04-20,2025-06-09,STS-003,FALSE
UNT-01815,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-005,Apartment 005,Apartment,Type C,11,SET,2025-04-26,2025-07-29,STS-005,FALSE
UNT-01816,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-006,Room Package 006,Room Package,Type D,8,M2,2025-12-03,2026-03-17,STS-008,FALSE
UNT-01817,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-007,Facade Panel 007,Facade Panel,Type A,11,SET,2025-11-08,2025-12-12,STS-002,FALSE
UNT-01818,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-008,Service Module 008,Service Module,Type C,12,M2,2025-04-29,2025-07-13,STS-005,FALSE
UNT-01819,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-009,Utility Rack 009,Utility Rack,Type D,5,SET,2025-02-26,2025-03-25,STS-008,FALSE
UNT-01820,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-010,Service Module 010,Service Module,Type B,7,EA,2025-06-01,2025-08-27,STS-004,FALSE
UNT-01821,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-011,Plant Item 011,Plant Item,Type B,5,EA,2025-10-19,2025-12-26,STS-005,TRUE
UNT-01822,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-012,Room Package 012,Room Package,Type B,6,EA,2026-06-07,2026-07-21,STS-008,FALSE
UNT-01823,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-013,Plant Item 013,Plant Item,Type B,11,M2,2025-02-13,2025-06-07,STS-003,FALSE
UNT-01824,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-014,Facade Panel 014,Facade Panel,Type C,17,EA,2025-04-20,2025-07-15,STS-005,FALSE
UNT-01825,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-015,Service Module 015,Service Module,Type A,10,EA,2025-02-19,2025-04-26,STS-004,FALSE
UNT-01826,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-016,Room Package 016,Room Package,Type C,2,SET,2026-05-09,2026-08-17,STS-006,FALSE
UNT-01827,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-017,Apartment 017,Apartment,Type B,6,M2,2025-09-06,2025-12-20,STS-006,FALSE
UNT-01828,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-018,Service Module 018,Service Module,Type D,5,EA,2026-07-01,2026-09-06,STS-008,FALSE
UNT-01829,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-019,Utility Rack 019,Utility Rack,Type D,7,EA,2026-03-23,2026-05-24,STS-006,FALSE
UNT-01830,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-020,Plant Item 020,Plant Item,Type C,1,EA,2025-06-12,2025-08-04,STS-001,FALSE
UNT-01831,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-021,Service Module 021,Service Module,Type B,6,SET,2025-05-02,2025-08-25,STS-002,FALSE
UNT-01832,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-022,Facade Panel 022,Facade Panel,Type B,13,EA,2026-02-05,2026-04-23,STS-002,FALSE
UNT-01833,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-023,Facade Panel 023,Facade Panel,Type B,15,M2,2026-06-19,2026-09-05,STS-001,FALSE
UNT-01834,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-024,Service Module 024,Service Module,Type A,11,M2,2026-05-04,2026-07-09,STS-001,FALSE
UNT-01835,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-025,Room Package 025,Room Package,Type A,3,M2,2025-08-08,2025-09-29,STS-007,FALSE
UNT-01836,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-026,Service Module 026,Service Module,Type B,7,M2,2026-06-16,2026-08-05,STS-005,FALSE
UNT-01837,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-027,Facade Panel 027,Facade Panel,Type A,6,SET,2025-09-11,2025-11-15,STS-007,FALSE
UNT-01838,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-028,Service Module 028,Service Module,Type A,11,SET,2025-05-09,2025-08-31,STS-005,FALSE
UNT-01839,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-029,Utility Rack 029,Utility Rack,Type B,9,EA,2025-03-15,2025-05-03,STS-007,FALSE
UNT-01840,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-030,Utility Rack 030,Utility Rack,Type D,7,M2,2026-04-03,2026-06-06,STS-007,FALSE
UNT-01841,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-031,Plant Item 031,Plant Item,Type C,7,SET,2026-01-29,2026-05-09,STS-006,FALSE
UNT-01842,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-032,Utility Rack 032,Utility Rack,Type A,6,M2,2025-12-26,2026-03-03,STS-002,TRUE
UNT-01843,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-033,Utility Rack 033,Utility Rack,Type C,5,M2,2025-06-01,2025-06-14,STS-003,FALSE
UNT-01844,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-034,Service Module 034,Service Module,Type A,6,M2,2025-08-18,2025-11-15,STS-008,FALSE
UNT-01845,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-035,Plant Item 035,Plant Item,Type A,5,M2,2025-10-15,2025-12-06,STS-002,TRUE
UNT-01846,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-036,Facade Panel 036,Facade Panel,Type B,5,EA,2025-04-14,2025-07-29,STS-005,FALSE
UNT-01847,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-037,Utility Rack 037,Utility Rack,Type A,12,M2,2025-03-31,2025-05-19,STS-003,FALSE
UNT-01848,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-038,Plant Item 038,Plant Item,Type D,7,EA,2025-06-13,2025-08-11,STS-002,TRUE
UNT-01849,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-039,Plant Item 039,Plant Item,Type D,12,M2,2025-07-07,2025-09-11,STS-009,FALSE
UNT-01850,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-040,Service Module 040,Service Module,Type B,1,EA,2025-11-14,2026-01-13,STS-009,FALSE
UNT-01851,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-041,Facade Panel 041,Facade Panel,Type C,19,EA,2025-05-30,2025-07-18,STS-004,FALSE
UNT-01852,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-042,Service Module 042,Service Module,Type A,4,SET,2026-03-25,2026-06-12,STS-002,FALSE
UNT-01853,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-043,Utility Rack 043,Utility Rack,Type A,5,SET,2026-03-20,2026-04-08,STS-002,FALSE
UNT-01854,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-044,Plant Item 044,Plant Item,Type C,10,EA,2026-06-30,2026-09-22,STS-006,FALSE
UNT-01855,PRJ-001,BLD-001-02,LVL-001-02-08,ZON-001-02-08-03,02-08-03-045,Utility Rack 045,Utility Rack,Type B,1,EA,2025-06-01,2025-09-24,STS-005,FALSE
UNT-01856,PRJ-001,BLD-001-02,LVL-001-02-09,ZON-001-02-09-01,02-09-01-001,Room Package 001,Room Package,Type C,5,SET,2026-06-02,2026-07-22,STS-005,FALSE
UNT-01857,PRJ-001,BLD-001-02,LVL-001-02-09,ZON-001-02-09-01,02-09-01-002,Service Module 002,Service Module,Type B,9,EA,2026-05-28,2026-08-17,STS-002,FALSE
UNT-01858,PRJ-001,BLD-001-02,LVL-001-02-09,ZON-001-02-09-01,02-09-01-003,Utility Rack 003,Utility Rack,Type D,4,EA,2025-03-12,2025-05-06,STS-005,FALSE
UNT-01859,PRJ-001,BLD-001-02,LVL-001-02-09,ZON-001-02-09-01,02-09-01-004,Facade Panel 004,Facade Panel,Type A,6,EA,2025-05-21,2025-09-12,STS-003,TRUE
UNT-01860,PRJ-001,BLD-001-02,LVL-001-02-09,ZON-001-02-09-01,02-09-01-005,Apartment 005,Apartment,Type A,12,SET,2025-08-06,2025-11-26,STS-001,FALSE
UNT-01861,PRJ-001,BLD-001-02,LVL-001-02-09,ZON-001-02-09-01,02-09-01-006,Service Module 006,Service Module,Type A,7,EA,2026-05-15,2026-08-26,STS-007,FALSE
UNT-01862,PRJ-001,BLD-001-02,LVL-001-02-09,ZON-001-02-09-01,02-09-01-007,Facade Panel 007,Facade Panel,Type D,20,SET,2025-08-13,2025-11-05,STS-001,FALSE
UNT-01863,PRJ-001,BLD-001-02,LVL-001-02-09,ZON-001-02-09-01,02-09-01-008,Utility Rack 008,Utility Rack,Type A,2,SET,2026-05-24,2026-08-24,STS-009,TRUE
UNT-01864,PRJ-001,BLD-001-02,LVL-001-02-09,ZON-001-02-09-01,02-09-01-009,Plant Item 009,Plant Item,Type C,11,M2,2025-06-22,2025-07-24,STS-007,FALSE
UNT-01865,PRJ-001,BLD-001-02,LVL-001-02-09,ZON-001-02-09-01,02-09-01-010,Plant Item 010,Plant Item,Type A,3,EA,2026-05-26,2026-08-02,STS-003,FALSE
UNT-01866,PRJ-001,BLD-001-02,LVL-001-02-09,ZON-001-02-09-01,02-09-01-011,Facade Panel 011,Facade Panel,Type C,7,EA,2025-12-19,2026-03-02,STS-005,FALSE
UNT-01867,PRJ-001,BLD-001-02,LVL-001-02-09,ZON-001-02-09-01,02-09-01-012,Facade Panel 012,Facade Panel,Type A,9,SET,2025-07-08,2025-07-29,STS-004,FALSE
