PlanID,UnitID,ProjectID,PlannedStatusID,PlannedDate,PlannedQuantity,BaselineVersion,PlanMonth
PLN-008346,UNT-01670,PRJ-001,STS-002,2025-11-18,9,BL-02,2025-11
PLN-008347,UNT-01670,PRJ-001,STS-004,2025-12-08,9,BL-02,2025-12
PLN-008348,UNT-01670,PRJ-001,STS-005,2026-01-01,9,BL-01,2026-01
PLN-008349,UNT-01670,PRJ-001,STS-006,2026-01-19,9,BL-02,2026-01
PLN-008350,UNT-01670,PRJ-001,STS-007,2026-02-13,9,BL-01,2026-02
PLN-008351,UNT-01671,PRJ-001,STS-002,2025-01-25,3,BL-02,2025-01
PLN-008352,UNT-01671,PRJ-001,STS-004,2025-02-21,3,BL-02,2025-02
PLN-008353,UNT-01671,PRJ-001,STS-005,2025-02-24,3,BL-01,2025-02
PLN-008354,UNT-01671,PRJ-001,STS-006,2025-03-30,3,BL-02,2025-03
PLN-008355,UNT-01671,PRJ-001,STS-007,2025-04-14,3,BL-02,2025-04
PLN-008356,UNT-01672,PRJ-001,STS-002,2025-09-21,9,BL-01,2025-09
PLN-008357,UNT-01672,PRJ-001,STS-004,2025-10-13,9,BL-01,2025-10
PLN-008358,UNT-01672,PRJ-001,STS-005,2025-10-28,9,BL-02,2025-10
PLN-008359,UNT-01672,PRJ-001,STS-006,2025-11-25,9,BL-01,2025-11
PLN-008360,UNT-01672,PRJ-001,STS-007,2025-12-17,9,BL-02,2025-12
PLN-008361,UNT-01673,PRJ-001,STS-002,2026-05-28,18,BL-01,2026-05
PLN-008362,UNT-01673,PRJ-001,STS-004,2026-06-15,18,BL-02,2026-06
PLN-008363,UNT-01673,PRJ-001,STS-005,2026-07-06,18,BL-01,2026-07
PLN-008364,UNT-01673,PRJ-001,STS-006,2026-08-08,18,BL-02,2026-08
PLN-008365,UNT-01673,PRJ-001,STS-007,2026-09-05,18,BL-01,2026-09
PLN-008366,UNT-01674,PRJ-001,STS-002,2025-09-02,5,BL-01,2025-09
PLN-008367,UNT-01674,PRJ-001,STS-004,2025-09-24,5,BL-02,2025-09
PLN-008368,UNT-01674,PRJ-001,STS-005,2025-10-11,5,BL-02,2025-10
PLN-008369,UNT-01674,PRJ-001,STS-006,2025-10-24,5,BL-02,2025-10
PLN-008370,UNT-01674,PRJ-001,STS-007,2025-11-24,5,BL-02,2025-11
PLN-008371,UNT-01675,PRJ-001,STS-002,2025-03-13,2,BL-02,2025-03
PLN-008372,UNT-01675,PRJ-001,STS-004,2025-04-20,2,BL-01,2025-04
PLN-008373,UNT-01675,PRJ-001,STS-005,2025-05-04,2,BL-01,2025-05
PLN-008374,UNT-01675,PRJ-001,STS-006,2025-05-24,2,BL-01,2025-05
PLN-008375,UNT-01675,PRJ-001,STS-007,2025-06-15,2,BL-02,2025-06
PLN-008376,UNT-01676,PRJ-001,STS-002,2025-07-10,7,BL-02,2025-07
PLN-008377,UNT-01676,PRJ-001,STS-004,2025-08-17,7,BL-01,2025-08
PLN-008378,UNT-01676,PRJ-001,STS-005,2025-08-23,7,BL-02,2025-08
PLN-008379,UNT-01676,PRJ-001,STS-006,2025-09-27,7,BL-02,2025-09
PLN-008380,UNT-01676,PRJ-001,STS-007,2025-10-16,7,BL-01,2025-10
PLN-008381,UNT-01677,PRJ-001,STS-002,2025-11-19,7,BL-02,2025-11
PLN-008382,UNT-01677,PRJ-001,STS-004,2025-12-18,7,BL-02,2025-12
PLN-008383,UNT-01677,PRJ-001,STS-005,2025-12-23,7,BL-02,2025-12
PLN-008384,UNT-01677,PRJ-001,STS-006,2026-01-29,7,BL-02,2026-01
PLN-008385,UNT-01677,PRJ-001,STS-007,2026-02-21,7,BL-02,2026-02
PLN-008386,UNT-01678,PRJ-001,STS-002,2025-12-24,8,BL-01,2025-12
PLN-008387,UNT-01678,PRJ-001,STS-004,2026-01-11,8,BL-02,2026-01
PLN-008388,UNT-01678,PRJ-001,STS-005,2026-02-03,8,BL-01,2026-02
PLN-008389,UNT-01678,PRJ-001,STS-006,2026-03-05,8,BL-02,2026-03
PLN-008390,UNT-01678,PRJ-001,STS-007,2026-03-28,8,BL-01,2026-03
PLN-008391,UNT-01679,PRJ-001,STS-002,2025-10-28,7,BL-01,2025-10
PLN-008392,UNT-01679,PRJ-001,STS-004,2025-12-03,7,BL-02,2025-12
PLN-008393,UNT-01679,PRJ-001,STS-005,2025-12-12,7,BL-01,2025-12
PLN-008394,UNT-01679,PRJ-001,STS-006,2026-01-09,7,BL-01,2026-01
PLN-008395,UNT-01679,PRJ-001,STS-007,2026-01-21,7,BL-02,2026-01
PLN-008396,UNT-01680,PRJ-001,STS-002,2025-05-24,10,BL-01,2025-05
PLN-008397,UNT-01680,PRJ-001,STS-004,2025-06-12,10,BL-02,2025-06
PLN-008398,UNT-01680,PRJ-001,STS-005,2025-07-02,10,BL-02,2025-07
PLN-008399,UNT-01680,PRJ-001,STS-006,2025-07-28,10,BL-01,2025-07
PLN-008400,UNT-01680,PRJ-001,STS-007,2025-08-21,10,BL-01,2025-08
PLN-008401,UNT-01681,PRJ-001,STS-002,2025-04-25,9,BL-01,2025-04
PLN-008402,UNT-01681,PRJ-001,STS-004,2025-05-15,9,BL-01,2025-05
PLN-008403,UNT-01681,PRJ-001,STS-005,2025-06-14,9,BL-01,2025-06
PLN-008404,UNT-01681,PRJ-001,STS-006,2025-06-30,9,BL-01,2025-06
PLN-008405,UNT-01681,PRJ-001,STS-007,2025-07-21,9,BL-02,2025-07
PLN-008406,UNT-01682,PRJ-001,STS-002,2026-06-22,3,BL-01,2026-06
PLN-008407,UNT-01682,PRJ-001,STS-004,2026-07-21,3,BL-02,2026-07
PLN-008408,UNT-01682,PRJ-001,STS-005,2026-08-04,3,BL-02,2026-08
PLN-008409,UNT-01682,PRJ-001,STS-006,2026-08-17,3,BL-02,2026-08
PLN-008410,UNT-01682,PRJ-001,STS-007,2026-09-27,3,BL-01,2026-09
PLN-008411,UNT-01683,PRJ-001,STS-002,2025-04-07,11,BL-02,2025-04
PLN-008412,UNT-01683,PRJ-001,STS-004,2025-04-23,11,BL-02,2025-04
PLN-008413,UNT-01683,PRJ-001,STS-005,2025-05-17,11,BL-01,2025-05
PLN-008414,UNT-01683,PRJ-001,STS-006,2025-06-13,11,BL-02,2025-06
PLN-008415,UNT-01683,PRJ-001,STS-007,2025-06-25,11,BL-02,2025-06
PLN-008416,UNT-01684,PRJ-001,STS-002,2025-10-17,15,BL-01,2025-10
PLN-008417,UNT-01684,PRJ-001,STS-004,2025-11-23,15,BL-01,2025-11
PLN-008418,UNT-01684,PRJ-001,STS-005,2025-11-26,15,BL-02,2025-11
PLN-008419,UNT-01684,PRJ-001,STS-006,2026-01-01,15,BL-02,2026-01
PLN-008420,UNT-01684,PRJ-001,STS-007,2026-01-18,15,BL-02,2026-01
PLN-008421,UNT-01685,PRJ-001,STS-002,2026-04-04,5,BL-01,2026-04
PLN-008422,UNT-01685,PRJ-001,STS-004,2026-04-17,5,BL-02,2026-04
PLN-008423,UNT-01685,PRJ-001,STS-005,2026-05-15,5,BL-02,2026-05
PLN-008424,UNT-01685,PRJ-001,STS-006,2026-05-29,5,BL-01,2026-05
PLN-008425,UNT-01685,PRJ-001,STS-007,2026-06-28,5,BL-02,2026-06
PLN-008426,UNT-01686,PRJ-001,STS-002,2026-01-27,14,BL-02,2026-01
PLN-008427,UNT-01686,PRJ-001,STS-004,2026-02-27,14,BL-02,2026-02
PLN-008428,UNT-01686,PRJ-001,STS-005,2026-03-08,14,BL-02,2026-03
PLN-008429,UNT-01686,PRJ-001,STS-006,2026-04-03,14,BL-02,2026-04
PLN-008430,UNT-01686,PRJ-001,STS-007,2026-05-07,14,BL-01,2026-05
PLN-008431,UNT-01687,PRJ-001,STS-002,2025-05-14,6,BL-01,2025-05
PLN-008432,UNT-01687,PRJ-001,STS-004,2025-06-06,6,BL-02,2025-06
PLN-008433,UNT-01687,PRJ-001,STS-005,2025-06-11,6,BL-02,2025-06
PLN-008434,UNT-01687,PRJ-001,STS-006,2025-07-17,6,BL-02,2025-07
PLN-008435,UNT-01687,PRJ-001,STS-007,2025-08-12,6,BL-02,2025-08
PLN-008436,UNT-01688,PRJ-001,STS-002,2025-05-19,10,BL-01,2025-05
PLN-008437,UNT-01688,PRJ-001,STS-004,2025-06-20,10,BL-01,2025-06
PLN-008438,UNT-01688,PRJ-001,STS-005,2025-07-12,10,BL-01,2025-07
PLN-008439,UNT-01688,PRJ-001,STS-006,2025-08-07,10,BL-02,2025-08
PLN-008440,UNT-01688,PRJ-001,STS-007,2025-08-30,10,BL-02,2025-08
PLN-008441,UNT-01689,PRJ-001,STS-002,2025-03-24,4,BL-01,2025-03
PLN-008442,UNT-01689,PRJ-001,STS-004,2025-04-20,4,BL-02,2025-04
PLN-008443,UNT-01689,PRJ-001,STS-005,2025-05-09,4,BL-01,2025-05
PLN-008444,UNT-01689,PRJ-001,STS-006,2025-05-23,4,BL-01,2025-05
PLN-008445,UNT-01689,PRJ-001,STS-007,2025-06-21,4,BL-02,2025-06
PLN-008446,UNT-01690,PRJ-001,STS-002,2026-02-05,16,BL-01,2026-02
PLN-008447,UNT-01690,PRJ-001,STS-004,2026-03-13,16,BL-01,2026-03
PLN-008448,UNT-01690,PRJ-001,STS-005,2026-03-19,16,BL-02,2026-03
PLN-008449,UNT-01690,PRJ-001,STS-006,2026-04-23,16,BL-01,2026-04
PLN-008450,UNT-01690,PRJ-001,STS-007,2026-05-07,16,BL-02,2026-05
PLN-008451,UNT-01691,PRJ-001,STS-002,2025-01-29,5,BL-01,2025-01
PLN-008452,UNT-01691,PRJ-001,STS-004,2025-02-19,5,BL-01,2025-02
PLN-008453,UNT-01691,PRJ-001,STS-005,2025-03-08,5,BL-01,2025-03
PLN-008454,UNT-01691,PRJ-001,STS-006,2025-03-29,5,BL-02,2025-03
PLN-008455,UNT-01691,PRJ-001,STS-007,2025-04-28,5,BL-01,2025-04
PLN-008456,UNT-01692,PRJ-001,STS-002,2025-06-18,6,BL-01,2025-06
PLN-008457,UNT-01692,PRJ-001,STS-004,2025-07-23,6,BL-02,2025-07
PLN-008458,UNT-01692,PRJ-001,STS-005,2025-08-11,6,BL-02,2025-08
PLN-008459,UNT-01692,PRJ-001,STS-006,2025-08-30,6,BL-02,2025-08
PLN-008460,UNT-01692,PRJ-001,STS-007,2025-09-24,6,BL-01,2025-09
PLN-008461,UNT-01693,PRJ-001,STS-002,2025-11-07,5,BL-02,2025-11
PLN-008462,UNT-01693,PRJ-001,STS-004,2025-11-29,5,BL-01,2025-11
PLN-008463,UNT-01693,PRJ-001,STS-005,2025-12-26,5,BL-02,2025-12
PLN-008464,UNT-01693,PRJ-001,STS-006,2026-01-11,5,BL-02,2026-01
PLN-008465,UNT-01693,PRJ-001,STS-007,2026-02-08,5,BL-02,2026-02
PLN-008466,UNT-01694,PRJ-001,STS-002,2025-11-15,8,BL-02,2025-11
PLN-008467,UNT-01694,PRJ-001,STS-004,2025-12-16,8,BL-01,2025-12
PLN-008468,UNT-01694,PRJ-001,STS-005,2025-12-27,8,BL-01,2025-12
PLN-008469,UNT-01694,PRJ-001,STS-006,2026-02-02,8,BL-02,2026-02
PLN-008470,UNT-01694,PRJ-001,STS-007,2026-02-15,8,BL-02,2026-02
PLN-008471,UNT-01695,PRJ-001,STS-002,2025-08-07,4,BL-01,2025-08
PLN-008472,UNT-01695,PRJ-001,STS-004,2025-09-07,4,BL-01,2025-09
PLN-008473,UNT-01695,PRJ-001,STS-005,2025-09-10,4,BL-01,2025-09
PLN-008474,UNT-01695,PRJ-001,STS-006,2025-10-10,4,BL-02,2025-10
PLN-008475,UNT-01695,PRJ-001,STS-007,2025-11-06,4,BL-01,2025-11
PLN-008476,UNT-01696,PRJ-001,STS-002,2025-03-16,6,BL-01,2025-03
PLN-008477,UNT-01696,PRJ-001,STS-004,2025-03-29,6,BL-02,2025-03
PLN-008478,UNT-01696,PRJ-001,STS-005,2025-04-19,6,BL-01,2025-04
PLN-008479,UNT-01696,PRJ-001,STS-006,2025-05-22,6,BL-02,2025-05
PLN-008480,UNT-01696,PRJ-001,STS-007,2025-06-12,6,BL-02,2025-06
PLN-008481,UNT-01697,PRJ-001,STS-002,2025-05-03,6,BL-02,2025-05
PLN-008482,UNT-01697,PRJ-001,STS-004,2025-06-11,6,BL-01,2025-06
PLN-008483,UNT-01697,PRJ-001,STS-005,2025-06-23,6,BL-01,2025-06
PLN-008484,UNT-01697,PRJ-001,STS-006,2025-07-19,6,BL-02,2025-07
PLN-008485,UNT-01697,PRJ-001,STS-007,2025-08-17,6,BL-01,2025-08
PLN-008486,UNT-01698,PRJ-001,STS-002,2025-07-27,1,BL-01,2025-07
PLN-008487,UNT-01698,PRJ-001,STS-004,2025-08-08,1,BL-01,2025-08
PLN-008488,UNT-01698,PRJ-001,STS-005,2025-08-27,1,BL-01,2025-08
PLN-008489,UNT-01698,PRJ-001,STS-006,2025-09-18,1,BL-01,2025-09
PLN-008490,UNT-01698,PRJ-001,STS-007,2025-10-21,1,BL-01,2025-10
PLN-008491,UNT-01699,PRJ-001,STS-002,2026-06-02,9,BL-01,2026-06
PLN-008492,UNT-01699,PRJ-001,STS-004,2026-06-15,9,BL-02,2026-06
PLN-008493,UNT-01699,PRJ-001,STS-005,2026-06-30,9,BL-02,2026-06
PLN-008494,UNT-01699,PRJ-001,STS-006,2026-08-03,9,BL-01,2026-08
PLN-008495,UNT-01699,PRJ-001,STS-007,2026-08-28,9,BL-01,2026-08
PLN-008496,UNT-01700,PRJ-001,STS-002,2025-05-14,12,BL-01,2025-05
PLN-008497,UNT-01700,PRJ-001,STS-004,2025-06-10,12,BL-01,2025-06
PLN-008498,UNT-01700,PRJ-001,STS-005,2025-06-21,12,BL-02,2025-06
PLN-008499,UNT-01700,PRJ-001,STS-006,2025-07-20,12,BL-02,2025-07
PLN-008500,UNT-01700,PRJ-001,STS-007,2025-08-13,12,BL-01,2025-08
PLN-008501,UNT-01701,PRJ-001,STS-002,2025-05-08,12,BL-01,2025-05
PLN-008502,UNT-01701,PRJ-001,STS-004,2025-05-31,12,BL-01,2025-05
PLN-008503,UNT-01701,PRJ-001,STS-005,2025-06-20,12,BL-01,2025-06
PLN-008504,UNT-01701,PRJ-001,STS-006,2025-07-26,12,BL-01,2025-07
PLN-008505,UNT-01701,PRJ-001,STS-007,2025-08-05,12,BL-01,2025-08
PLN-008506,UNT-01702,PRJ-001,STS-002,2025-04-04,4,BL-01,2025-04
PLN-008507,UNT-01702,PRJ-001,STS-004,2025-04-29,4,BL-02,2025-04
PLN-008508,UNT-01702,PRJ-001,STS-005,2025-05-12,4,BL-02,2025-05
PLN-008509,UNT-01702,PRJ-001,STS-006,2025-05-23,4,BL-02,2025-05
PLN-008510,UNT-01702,PRJ-001,STS-007,2025-06-26,4,BL-02,2025-06
PLN-008511,UNT-01703,PRJ-001,STS-002,2025-05-13,4,BL-01,2025-05
PLN-008512,UNT-01703,PRJ-001,STS-004,2025-06-04,4,BL-01,2025-06
PLN-008513,UNT-01703,PRJ-001,STS-005,2025-06-23,4,BL-01,2025-06
PLN-008514,UNT-01703,PRJ-001,STS-006,2025-07-15,4,BL-01,2025-07
PLN-008515,UNT-01703,PRJ-001,STS-007,2025-08-09,4,BL-01,2025-08
PLN-008516,UNT-01704,PRJ-001,STS-002,2025-05-14,1,BL-02,2025-05
PLN-008517,UNT-01704,PRJ-001,STS-004,2025-06-07,1,BL-02,2025-06
PLN-008518,UNT-01704,PRJ-001,STS-005,2025-06-10,1,BL-02,2025-06
PLN-008519,UNT-01704,PRJ-001,STS-006,2025-07-04,1,BL-01,2025-07
PLN-008520,UNT-01704,PRJ-001,STS-007,2025-08-09,1,BL-01,2025-08
PLN-008521,UNT-01705,PRJ-001,STS-002,2025-12-29,9,BL-02,2025-12
PLN-008522,UNT-01705,PRJ-001,STS-004,2026-01-20,9,BL-01,2026-01
PLN-008523,UNT-01705,PRJ-001,STS-005,2026-01-21,9,BL-02,2026-01
PLN-008524,UNT-01705,PRJ-001,STS-006,2026-02-20,9,BL-01,2026-02
PLN-008525,UNT-01705,PRJ-001,STS-007,2026-03-25,9,BL-01,2026-03
PLN-008526,UNT-01706,PRJ-001,STS-002,2026-02-04,10,BL-01,2026-02
PLN-008527,UNT-01706,PRJ-001,STS-004,2026-03-01,10,BL-02,2026-03
PLN-008528,UNT-01706,PRJ-001,STS-005,2026-03-27,10,BL-01,2026-03
PLN-008529,UNT-01706,PRJ-001,STS-006,2026-04-10,10,BL-01,2026-04
PLN-008530,UNT-01706,PRJ-001,STS-007,2026-05-03,10,BL-02,2026-05
PLN-008531,UNT-01707,PRJ-001,STS-002,2025-10-25,3,BL-02,2025-10
PLN-008532,UNT-01707,PRJ-001,STS-004,2025-11-18,3,BL-01,2025-11
PLN-008533,UNT-01707,PRJ-001,STS-005,2025-11-26,3,BL-01,2025-11
PLN-008534,UNT-01707,PRJ-001,STS-006,2025-12-29,3,BL-01,2025-12
PLN-008535,UNT-01707,PRJ-001,STS-007,2026-01-28,3,BL-01,2026-01
PLN-008536,UNT-01708,PRJ-001,STS-002,2025-10-14,3,BL-02,2025-10
PLN-008537,UNT-01708,PRJ-001,STS-004,2025-11-20,3,BL-01,2025-11
PLN-008538,UNT-01708,PRJ-001,STS-005,2025-12-09,3,BL-01,2025-12
PLN-008539,UNT-01708,PRJ-001,STS-006,2025-12-20,3,BL-02,2025-12
PLN-008540,UNT-01708,PRJ-001,STS-007,2026-01-15,3,BL-02,2026-01
PLN-008541,UNT-01709,PRJ-001,STS-002,2026-07-03,17,BL-01,2026-07
PLN-008542,UNT-01709,PRJ-001,STS-004,2026-07-29,17,BL-01,2026-07
PLN-008543,UNT-01709,PRJ-001,STS-005,2026-08-02,17,BL-02,2026-08
PLN-008544,UNT-01709,PRJ-001,STS-006,2026-09-07,17,BL-01,2026-09
PLN-008545,UNT-01709,PRJ-001,STS-007,2026-09-23,17,BL-01,2026-09
PLN-008546,UNT-01710,PRJ-001,STS-002,2026-04-11,12,BL-01,2026-04
PLN-008547,UNT-01710,PRJ-001,STS-004,2026-05-16,12,BL-01,2026-05
PLN-008548,UNT-01710,PRJ-001,STS-005,2026-05-29,12,BL-01,2026-05
PLN-008549,UNT-01710,PRJ-001,STS-006,2026-06-27,12,BL-02,2026-06
PLN-008550,UNT-01710,PRJ-001,STS-007,2026-07-25,12,BL-01,2026-07
PLN-008551,UNT-01711,PRJ-001,STS-002,2025-03-06,2,BL-02,2025-03
PLN-008552,UNT-01711,PRJ-001,STS-004,2025-04-03,2,BL-01,2025-04
PLN-008553,UNT-01711,PRJ-001,STS-005,2025-04-13,2,BL-01,2025-04
PLN-008554,UNT-01711,PRJ-001,STS-006,2025-05-16,2,BL-01,2025-05
PLN-008555,UNT-01711,PRJ-001,STS-007,2025-06-03,2,BL-01,2025-06
PLN-008556,UNT-01712,PRJ-001,STS-002,2025-09-09,12,BL-02,2025-09
PLN-008557,UNT-01712,PRJ-001,STS-004,2025-10-12,12,BL-01,2025-10
PLN-008558,UNT-01712,PRJ-001,STS-005,2025-10-21,12,BL-01,2025-10
PLN-008559,UNT-01712,PRJ-001,STS-006,2025-11-27,12,BL-01,2025-11
PLN-008560,UNT-01712,PRJ-001,STS-007,2025-12-17,12,BL-02,2025-12
PLN-008561,UNT-01713,PRJ-001,STS-002,2025-08-10,2,BL-02,2025-08
PLN-008562,UNT-01713,PRJ-001,STS-004,2025-08-29,2,BL-01,2025-08
PLN-008563,UNT-01713,PRJ-001,STS-005,2025-09-24,2,BL-01,2025-09
PLN-008564,UNT-01713,PRJ-001,STS-006,2025-10-17,2,BL-02,2025-10
PLN-008565,UNT-01713,PRJ-001,STS-007,2025-11-06,2,BL-01,2025-11
PLN-008566,UNT-01714,PRJ-001,STS-002,2025-08-19,6,BL-01,2025-08
PLN-008567,UNT-01714,PRJ-001,STS-004,2025-09-14,6,BL-01,2025-09
PLN-008568,UNT-01714,PRJ-001,STS-005,2025-09-20,6,BL-02,2025-09
PLN-008569,UNT-01714,PRJ-001,STS-006,2025-10-25,6,BL-01,2025-10
PLN-008570,UNT-01714,PRJ-001,STS-007,2025-11-15,6,BL-01,2025-11
PLN-008571,UNT-01715,PRJ-001,STS-002,2025-04-03,7,BL-02,2025-04
PLN-008572,UNT-01715,PRJ-001,STS-004,2025-04-28,7,BL-02,2025-04
PLN-008573,UNT-01715,PRJ-001,STS-005,2025-05-14,7,BL-02,2025-05
PLN-008574,UNT-01715,PRJ-001,STS-006,2025-06-21,7,BL-02,2025-06
PLN-008575,UNT-01715,PRJ-001,STS-007,2025-07-02,7,BL-02,2025-07
PLN-008576,UNT-01716,PRJ-001,STS-002,2026-05-29,5,BL-02,2026-05
PLN-008577,UNT-01716,PRJ-001,STS-004,2026-06-15,5,BL-01,2026-06
PLN-008578,UNT-01716,PRJ-001,STS-005,2026-07-10,5,BL-01,2026-07
PLN-008579,UNT-01716,PRJ-001,STS-006,2026-07-26,5,BL-02,2026-07
PLN-008580,UNT-01716,PRJ-001,STS-007,2026-08-17,5,BL-01,2026-08
PLN-008581,UNT-01717,PRJ-001,STS-002,2025-06-15,12,BL-02,2025-06
PLN-008582,UNT-01717,PRJ-001,STS-004,2025-07-09,12,BL-02,2025-07
PLN-008583,UNT-01717,PRJ-001,STS-005,2025-07-16,12,BL-01,2025-07
PLN-008584,UNT-01717,PRJ-001,STS-006,2025-08-21,12,BL-02,2025-08
PLN-008585,UNT-01717,PRJ-001,STS-007,2025-09-11,12,BL-01,2025-09
PLN-008586,UNT-01718,PRJ-001,STS-002,2025-11-04,1,BL-02,2025-11
PLN-008587,UNT-01718,PRJ-001,STS-004,2025-12-14,1,BL-02,2025-12
PLN-008588,UNT-01718,PRJ-001,STS-005,2025-12-28,1,BL-01,2025-12
PLN-008589,UNT-01718,PRJ-001,STS-006,2026-01-10,1,BL-02,2026-01
PLN-008590,UNT-01718,PRJ-001,STS-007,2026-02-14,1,BL-02,2026-02
PLN-008591,UNT-01719,PRJ-001,STS-002,2025-05-08,3,BL-02,2025-05
PLN-008592,UNT-01719,PRJ-001,STS-004,2025-06-15,3,BL-01,2025-06
PLN-008593,UNT-01719,PRJ-001,STS-005,2025-06-26,3,BL-02,2025-06
PLN-008594,UNT-01719,PRJ-001,STS-006,2025-07-21,3,BL-01,2025-07
PLN-008595,UNT-01719,PRJ-001,STS-007,2025-08-14,3,BL-01,2025-08
PLN-008596,UNT-01720,PRJ-001,STS-002,2025-03-13,9,BL-01,2025-03
PLN-008597,UNT-01720,PRJ-001,STS-004,2025-04-07,9,BL-02,2025-04
PLN-008598,UNT-01720,PRJ-001,STS-005,2025-04-17,9,BL-02,2025-04
PLN-008599,UNT-01720,PRJ-001,STS-006,2025-05-22,9,BL-01,2025-05
PLN-008600,UNT-01720,PRJ-001,STS-007,2025-06-14,9,BL-02,2025-06
PLN-008601,UNT-01721,PRJ-001,STS-002,2025-07-18,12,BL-02,2025-07
PLN-008602,UNT-01721,PRJ-001,STS-004,2025-08-10,12,BL-01,2025-08
PLN-008603,UNT-01721,PRJ-001,STS-005,2025-08-21,12,BL-02,2025-08
PLN-008604,UNT-01721,PRJ-001,STS-006,2025-09-13,12,BL-01,2025-09
PLN-008605,UNT-01721,PRJ-001,STS-007,2025-10-02,12,BL-01,2025-10
PLN-008606,UNT-01722,PRJ-001,STS-002,2025-08-06,9,BL-01,2025-08
PLN-008607,UNT-01722,PRJ-001,STS-004,2025-09-05,9,BL-02,2025-09
PLN-008608,UNT-01722,PRJ-001,STS-005,2025-09-25,9,BL-02,2025-09
PLN-008609,UNT-01722,PRJ-001,STS-006,2025-10-09,9,BL-01,2025-10
PLN-008610,UNT-01722,PRJ-001,STS-007,2025-10-29,9,BL-02,2025-10
PLN-008611,UNT-01723,PRJ-001,STS-002,2026-05-20,7,BL-02,2026-05
PLN-008612,UNT-01723,PRJ-001,STS-004,2026-06-21,7,BL-01,2026-06
PLN-008613,UNT-01723,PRJ-001,STS-005,2026-06-30,7,BL-01,2026-06
PLN-008614,UNT-01723,PRJ-001,STS-006,2026-07-26,7,BL-01,2026-07
PLN-008615,UNT-01723,PRJ-001,STS-007,2026-08-15,7,BL-01,2026-08
PLN-008616,UNT-01724,PRJ-001,STS-002,2025-09-26,12,BL-01,2025-09
PLN-008617,UNT-01724,PRJ-001,STS-004,2025-10-28,12,BL-01,2025-10
PLN-008618,UNT-01724,PRJ-001,STS-005,2025-11-10,12,BL-02,2025-11
PLN-008619,UNT-01724,PRJ-001,STS-006,2025-11-30,12,BL-01,2025-11
PLN-008620,UNT-01724,PRJ-001,STS-007,2026-01-08,12,BL-02,2026-01
PLN-008621,UNT-01725,PRJ-001,STS-002,2025-02-09,7,BL-01,2025-02
PLN-008622,UNT-01725,PRJ-001,STS-004,2025-03-01,7,BL-02,2025-03
PLN-008623,UNT-01725,PRJ-001,STS-005,2025-03-22,7,BL-01,2025-03
PLN-008624,UNT-01725,PRJ-001,STS-006,2025-04-17,7,BL-02,2025-04
PLN-008625,UNT-01725,PRJ-001,STS-007,2025-05-22,7,BL-02,2025-05
PLN-008626,UNT-01726,PRJ-001,STS-002,2025-10-26,11,BL-02,2025-10
PLN-008627,UNT-01726,PRJ-001,STS-004,2025-12-01,11,BL-01,2025-12
PLN-008628,UNT-01726,PRJ-001,STS-005,2025-12-11,11,BL-01,2025-12
PLN-008629,UNT-01726,PRJ-001,STS-006,2025-12-30,11,BL-02,2025-12
PLN-008630,UNT-01726,PRJ-001,STS-007,2026-02-01,11,BL-02,2026-02
PLN-008631,UNT-01727,PRJ-001,STS-002,2026-06-14,7,BL-01,2026-06
PLN-008632,UNT-01727,PRJ-001,STS-004,2026-07-18,7,BL-02,2026-07
PLN-008633,UNT-01727,PRJ-001,STS-005,2026-08-07,7,BL-01,2026-08
PLN-008634,UNT-01727,PRJ-001,STS-006,2026-08-22,7,BL-02,2026-08
PLN-008635,UNT-01727,PRJ-001,STS-007,2026-09-19,7,BL-01,2026-09
PLN-008636,UNT-01728,PRJ-001,STS-002,2025-11-11,12,BL-01,2025-11
PLN-008637,UNT-01728,PRJ-001,STS-004,2025-12-10,12,BL-02,2025-12
PLN-008638,UNT-01728,PRJ-001,STS-005,2025-12-16,12,BL-01,2025-12
PLN-008639,UNT-01728,PRJ-001,STS-006,2026-01-16,12,BL-02,2026-01
PLN-008640,UNT-01728,PRJ-001,STS-007,2026-02-04,12,BL-01,2026-02
PLN-008641,UNT-01729,PRJ-001,STS-002,2026-03-19,11,BL-01,2026-03
PLN-008642,UNT-01729,PRJ-001,STS-004,2026-04-21,11,BL-02,2026-04
PLN-008643,UNT-01729,PRJ-001,STS-005,2026-04-29,11,BL-02,2026-04
PLN-008644,UNT-01729,PRJ-001,STS-006,2026-05-25,11,BL-01,2026-05
PLN-008645,UNT-01729,PRJ-001,STS-007,2026-06-30,11,BL-02,2026-06
PLN-008646,UNT-01730,PRJ-001,STS-002,2025-10-26,2,BL-01,2025-10
PLN-008647,UNT-01730,PRJ-001,STS-004,2025-12-03,2,BL-01,2025-12
PLN-008648,UNT-01730,PRJ-001,STS-005,2025-12-07,2,BL-01,2025-12
PLN-008649,UNT-01730,PRJ-001,STS-006,2026-01-11,2,BL-01,2026-01
PLN-008650,UNT-01730,PRJ-001,STS-007,2026-02-09,2,BL-02,2026-02
PLN-008651,UNT-01731,PRJ-001,STS-002,2026-06-24,5,BL-01,2026-06
PLN-008652,UNT-01731,PRJ-001,STS-004,2026-07-30,5,BL-01,2026-07
PLN-008653,UNT-01731,PRJ-001,STS-005,2026-08-13,5,BL-01,2026-08
PLN-008654,UNT-01731,PRJ-001,STS-006,2026-08-30,5,BL-01,2026-08
